"","zip","gross_income","num_dependents","adj_gross_income","total_income_returns","total_income_amount","agi_salaries_wages_returns","agi_salaries_wages_amount","farm_returns","unemployment_compensation_returns","unemployment_compensation_amount","state_local_income_tax_returns","state_local_income_tax_amount","state_local_general_sales_returns","state_local_general_sales_amount","real_estate_returns","real_estate_amount","taxes_paid_returns","taxes_paid_amount","taxable_income_returns","taxable_income_amount","child_tax_credit_returns","child_tax_credit_amount","total_tax_payments_returns","total_tax_payments_amount","tax_due_at_filing_returns","tax_due_at_filing_amount","overpayments_refunded_returns","overpayments_refunded_amount"
"3745",38472,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3746",38473,"Total",230,16828,420,16952,350,13129,50,0,0,0,0,30,44,40,40,50,168,320,9791,70,75,400,2123,70,177,350,979
"3747",38473,"$1 under $25,000",80,2306,180,2366,130,1753,30,0,0,0,0,0,0,0,0,0,0,80,467,0,0,160,404,40,23,150,326
"3748",38473,"$25,000 under $50,000",70,4690,130,4690,110,3858,0,0,0,0,0,30,44,0,0,0,0,130,2351,30,21,130,580,0,0,110,328
"3749",38473,"$50,000 under $75,000",40,3869,60,3933,60,2975,20,0,0,0,0,0,0,40,40,50,168,60,2489,20,28,60,439,30,154,50,170
"3750",38473,"$75,000 under $100,000",20,2830,30,2830,30,2192,0,0,0,0,0,0,0,0,0,0,0,30,2053,20,26,30,318,0,0,40,155
"3751",38473,"$100,000 under $200,000",20,3133,20,3133,20,2351,0,0,0,0,0,0,0,0,0,0,0,20,2431,0,0,20,382,0,0,0,0
"3752",38473,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3753",38474,"Total",2270,131716,3190,133542,2710,101293,190,160,399,0,0,280,516,290,465,320,1064,2310,78221,610,741,3080,19018,450,1102,2680,7504
"3754",38474,"$1 under $25,000",800,18463,1410,18805,1110,14041,40,60,153,0,0,30,33,30,44,30,80,560,3192,60,21,1320,3556,110,96,1250,3024
"3755",38474,"$25,000 under $50,000",680,29933,850,30249,750,24255,40,50,91,0,0,50,58,50,57,60,117,820,14281,250,222,840,3749,100,130,750,2218
"3756",38474,"$50,000 under $75,000",390,28431,460,28697,430,24059,30,30,86,0,0,70,115,70,78,80,210,460,18028,160,268,460,3163,80,122,380,1051
"3757",38474,"$75,000 under $100,000",220,20680,240,20809,220,16434,20,20,69,0,0,40,85,50,68,50,160,240,14895,90,155,240,2458,70,174,170,596
"3758",38474,"$100,000 under $200,000",180,26025,210,26798,200,22504,60,0,0,0,0,90,225,90,218,100,497,210,20475,50,75,200,3864,90,580,130,615
"3759",38474,"$200,000 or more",0,8184,20,8184,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7350,0,0,20,2228,0,0,0,0
"3760",38475,"Total",200,7708,240,7751,180,5661,30,20,63,0,0,0,0,0,0,0,0,160,3712,40,44,210,1056,20,9,200,567
"3761",38475,"$1 under $25,000",70,1360,120,1403,80,902,0,20,63,0,0,0,0,0,0,0,0,40,148,0,0,100,277,20,9,100,216
"3762",38475,"$25,000 under $50,000",80,2517,70,2517,60,1798,30,0,0,0,0,0,0,0,0,0,0,70,1012,40,44,60,278,0,0,60,176
"3763",38475,"$50,000 under $75,000",30,1638,30,1638,20,1103,0,0,0,0,0,0,0,0,0,0,0,30,958,0,0,30,174,0,0,40,175
"3764",38475,"$75,000 under $100,000",20,2193,20,2193,20,1858,0,0,0,0,0,0,0,0,0,0,0,20,1594,0,0,20,327,0,0,0,0
"3765",38475,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3766",38475,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3767",38476,"Total",310,27514,480,27994,390,19143,60,0,0,0,0,80,176,80,164,80,378,360,18783,90,104,450,4102,100,545,360,926
"3768",38476,"$1 under $25,000",70,2002,170,2082,130,1578,0,0,0,0,0,0,0,0,0,0,0,60,336,0,0,150,346,40,45,140,272
"3769",38476,"$25,000 under $50,000",80,3986,110,4048,90,3183,30,0,0,0,0,0,0,30,42,30,100,100,1876,50,52,110,505,0,0,90,255
"3770",38476,"$50,000 under $75,000",40,4912,80,4965,60,3485,0,0,0,0,0,50,96,0,0,0,0,80,3182,0,0,80,498,40,128,50,124
"3771",38476,"$75,000 under $100,000",50,5689,70,5762,60,4123,30,0,0,0,0,0,0,20,35,20,103,70,4077,40,52,60,662,0,0,50,143
"3772",38476,"$100,000 under $200,000",70,10925,50,11137,50,6774,0,0,0,0,0,30,80,30,87,30,175,50,9312,0,0,50,2091,20,372,30,132
"3773",38476,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3774",38477,"Total",590,48870,1080,49327,870,35468,160,50,155,70,288,90,145,150,215,180,667,830,30456,160,204,1040,6361,190,492,870,2238
"3775",38477,"$1 under $25,000",180,5794,440,5885,320,3984,30,20,62,0,0,30,19,0,0,30,47,190,1078,0,0,400,931,40,38,370,771
"3776",38477,"$25,000 under $50,000",170,10346,280,10459,240,8297,30,30,93,0,0,30,50,40,47,30,59,280,5353,70,70,280,1227,40,44,250,650
"3777",38477,"$50,000 under $75,000",120,10932,180,11081,150,8068,40,0,0,30,80,0,0,30,38,30,98,180,7109,50,83,180,1254,40,101,130,395
"3778",38477,"$75,000 under $100,000",50,7184,80,7184,70,5238,20,0,0,0,0,30,76,20,26,30,96,80,5211,40,51,80,852,30,76,60,176
"3779",38477,"$100,000 under $200,000",70,14614,100,14718,90,9881,40,0,0,40,208,0,0,60,104,60,367,100,11705,0,0,100,2097,40,233,60,246
"3780",38477,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3781",38478,"Total",4690,326718,7450,331464,6340,239462,540,250,668,110,518,670,1297,730,1161,850,3064,5510,205817,1250,1507,7120,47174,1060,3920,6140,16817
"3782",38478,"$1 under $25,000",1610,40217,3210,40965,2560,31097,120,130,287,20,31,90,91,80,96,110,219,1340,7764,120,43,2950,7350,250,218,2790,6234
"3783",38478,"$25,000 under $50,000",1350,73732,2060,74567,1840,62077,110,60,169,0,0,160,221,160,189,190,448,1990,38161,490,465,2010,9255,230,310,1800,5007
"3784",38478,"$50,000 under $75,000",740,61914,1010,62547,910,48909,90,30,113,20,54,130,215,140,157,170,444,1010,40407,320,495,990,7238,190,428,800,2534
"3785",38478,"$75,000 under $100,000",500,51063,590,51624,520,37938,90,30,99,20,53,120,259,130,185,150,508,590,36287,200,349,590,5910,160,497,430,1532
"3786",38478,"$100,000 under $200,000",420,63426,490,64477,430,43695,100,0,0,30,154,130,347,160,324,170,842,490,50282,120,155,490,9059,180,1068,290,1263
"3787",38478,"$200,000 or more",70,36366,90,37284,80,15746,30,0,0,20,226,40,164,60,210,60,603,90,32916,0,0,90,8362,50,1399,30,247
"3788",38481,"Total",260,15354,380,15460,310,11857,40,30,97,20,82,30,56,50,59,50,219,290,8740,80,90,360,1892,50,86,320,821
"3789",38481,"$1 under $25,000",60,1871,150,1932,110,1234,0,30,97,0,0,0,0,0,0,0,0,60,296,0,0,140,311,20,24,130,258
"3790",38481,"$25,000 under $50,000",100,3871,110,3871,100,3239,0,0,0,0,0,30,56,30,29,30,108,110,1674,40,34,110,469,0,0,100,307
"3791",38481,"$50,000 under $75,000",40,3573,60,3618,50,2920,40,0,0,20,82,0,0,0,0,0,0,60,2230,40,56,60,352,30,62,50,119
"3792",38481,"$75,000 under $100,000",40,2727,30,2727,30,2285,0,0,0,0,0,0,0,20,30,20,111,30,1942,0,0,30,348,0,0,40,137
"3793",38481,"$100,000 under $200,000",20,3312,30,3312,20,2179,0,0,0,0,0,0,0,0,0,0,0,30,2598,0,0,20,412,0,0,0,0
"3794",38481,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3795",38482,"Total",510,37217,760,37791,630,27699,70,0,0,0,0,100,196,100,176,100,440,600,23633,150,201,730,5192,140,355,590,1600
"3796",38482,"$1 under $25,000",140,3523,280,3658,210,2528,0,0,0,0,0,0,0,0,0,0,0,120,668,0,0,250,588,30,39,230,454
"3797",38482,"$25,000 under $50,000",120,7832,210,8004,180,5968,40,0,0,0,0,30,33,50,66,30,84,210,4021,50,46,210,915,30,62,170,421
"3798",38482,"$50,000 under $75,000",110,7212,120,7302,100,5489,0,0,0,0,0,40,56,0,0,20,53,120,4479,50,81,120,710,50,139,90,238
"3799",38482,"$75,000 under $100,000",80,6937,80,7063,80,5663,30,0,0,0,0,0,0,20,31,20,62,80,4914,50,74,80,862,0,0,60,226
"3800",38482,"$100,000 under $200,000",60,11713,70,11764,60,8051,0,0,0,0,0,30,107,30,79,30,241,70,9551,0,0,70,2117,30,115,40,261
"3801",38482,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3802",38483,"Total",1680,86656,2140,87721,1800,68369,150,120,330,0,0,160,364,150,190,210,601,1550,49423,460,604,2040,11371,320,682,1770,4883
"3803",38483,"$1 under $25,000",480,11377,900,11618,690,8282,40,50,132,0,0,0,0,0,0,0,0,330,1934,30,8,820,2006,80,57,770,1652
"3804",38483,"$25,000 under $50,000",490,21414,590,21619,520,17260,40,30,77,0,0,50,71,40,50,70,133,570,9704,170,151,580,2636,80,135,510,1641
"3805",38483,"$50,000 under $75,000",340,20400,330,20656,300,16574,30,40,121,0,0,40,88,40,40,50,147,330,12647,130,225,330,2188,80,159,260,766
"3806",38483,"$75,000 under $100,000",190,15440,180,15534,170,13069,20,0,0,0,0,30,64,30,35,40,103,180,10930,80,136,180,1803,40,108,140,465
"3807",38483,"$100,000 under $200,000",180,18025,140,18294,120,13184,20,0,0,0,0,40,141,40,65,50,218,140,14208,50,84,130,2738,40,223,90,359
"3808",38483,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3809",38485,"Total",1560,101039,2410,102369,2030,74033,220,190,619,70,301,260,553,270,296,350,1182,1680,59964,410,474,2290,14099,290,2203,2030,5695
"3810",38485,"$1 under $25,000",570,14329,1130,14548,870,10751,60,80,222,0,0,30,33,20,20,40,72,430,2317,40,9,1030,2616,80,72,990,2215
"3811",38485,"$25,000 under $50,000",430,22415,630,22665,570,18457,50,50,148,40,107,60,109,50,43,80,196,600,10328,150,133,620,2814,60,93,570,1681
"3812",38485,"$50,000 under $75,000",280,20206,330,20443,300,16678,40,30,135,0,0,60,139,70,73,80,274,330,12259,130,195,330,2202,60,138,260,799
"3813",38485,"$75,000 under $100,000",140,13763,160,13903,150,11116,30,30,114,30,194,40,75,50,51,60,188,160,9467,60,97,160,1677,30,81,130,491
"3814",38485,"$100,000 under $200,000",110,16360,130,16844,110,10639,40,0,0,0,0,70,197,80,109,70,290,130,12542,30,40,120,2442,60,1819,80,509
"3815",38485,"$200,000 or more",30,13966,30,13966,30,6392,0,0,0,0,0,0,0,0,0,20,162,30,13051,0,0,30,2348,0,0,0,0
"3816",38486,"Total",260,14785,390,14909,320,11487,60,30,119,0,0,30,44,40,35,40,108,290,7941,70,82,370,1954,60,103,320,907
"3817",38486,"$1 under $25,000",100,2202,170,2226,120,1602,0,0,0,0,0,0,0,0,0,0,0,70,350,0,0,150,433,30,24,140,360
"3818",38486,"$25,000 under $50,000",80,4041,110,4096,100,2979,40,30,119,0,0,30,44,0,0,0,0,110,1818,40,29,110,486,0,0,100,273
"3819",38486,"$50,000 under $75,000",50,4253,70,4298,80,4671,20,0,0,0,0,0,0,40,35,40,108,70,2696,30,53,70,471,30,79,50,160
"3820",38486,"$75,000 under $100,000",30,1703,20,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1171,0,0,20,196,0,0,30,114
"3821",38486,"$100,000 under $200,000",0,2586,20,2586,20,2235,0,0,0,0,0,0,0,0,0,0,0,20,1906,0,0,20,368,0,0,0,0
"3822",38486,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3823",38487,"Total",360,25409,490,26028,410,15982,80,20,43,0,0,50,131,40,87,60,264,380,16489,90,112,460,3810,90,354,380,1073
"3824",38487,"$1 under $25,000",100,2369,190,2412,140,1601,30,20,43,0,0,0,0,0,0,0,0,80,418,0,0,170,399,40,51,160,331
"3825",38487,"$25,000 under $50,000",100,4850,130,4900,120,3965,0,0,0,0,0,30,44,20,29,0,0,130,2360,40,32,130,570,0,0,110,315
"3826",38487,"$50,000 under $75,000",60,4344,70,4426,70,3042,20,0,0,0,0,0,0,0,0,30,92,70,2730,50,80,70,429,30,75,50,136
"3827",38487,"$75,000 under $100,000",50,3812,40,3812,40,2864,0,0,0,0,0,0,0,0,0,0,0,40,2693,0,0,40,520,0,0,30,136
"3828",38487,"$100,000 under $200,000",50,10034,60,10478,40,4510,30,0,0,0,0,20,87,20,58,30,172,60,8288,0,0,50,1892,20,228,30,155
"3829",38487,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3830",38488,"Total",640,55318,1010,56039,840,39601,150,40,96,90,459,80,206,170,214,180,915,770,37041,150,170,970,7925,170,616,810,2201
"3831",38488,"$1 under $25,000",190,5115,400,5195,320,3959,0,0,0,0,0,20,29,20,26,0,0,170,980,0,0,370,866,30,29,340,706
"3832",38488,"$25,000 under $50,000",180,8842,240,8968,200,6992,50,40,96,0,0,0,0,0,0,30,70,230,4263,60,46,240,1091,30,50,210,611
"3833",38488,"$50,000 under $75,000",90,8900,150,9008,120,6587,30,0,0,30,89,30,59,30,24,30,86,150,5711,40,58,140,974,50,94,110,288
"3834",38488,"$75,000 under $100,000",60,7547,90,7609,80,5678,20,0,0,0,0,0,0,30,32,30,122,90,5387,20,36,90,941,0,0,70,244
"3835",38488,"$100,000 under $200,000",120,15165,110,15510,120,16385,50,0,0,60,370,30,118,90,132,90,637,110,11931,30,30,110,2211,60,443,80,352
"3836",38488,"$200,000 or more",0,9749,20,9749,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8769,0,0,20,1842,0,0,0,0
"3837",38501,"Total",9420,735600,14920,750009,12440,469241,380,490,1480,150,1150,1850,4585,1850,4399,2140,10313,10510,490632,2180,2506,14290,125556,2270,13481,12090,31062
"3838",38501,"$1 under $25,000",3590,91869,7370,93537,6020,73599,80,250,713,0,0,180,191,140,226,200,439,3130,17151,230,72,6860,15778,570,438,6490,13188
"3839",38501,"$25,000 under $50,000",2650,126674,3580,128381,3130,103816,80,130,339,0,0,360,572,310,455,410,1061,3420,61389,880,757,3520,15299,430,719,3110,8656
"3840",38501,"$50,000 under $75,000",1330,105446,1710,106887,1480,81411,80,70,272,60,136,370,706,380,563,430,1400,1710,67139,560,868,1690,11482,410,978,1260,3589
"3841",38501,"$75,000 under $100,000",740,79425,920,80430,750,56723,40,40,156,0,0,280,657,300,580,320,1292,920,56710,310,507,910,9364,230,788,660,2076
"3842",38501,"$100,000 under $200,000",790,127779,960,130154,770,80308,70,0,0,50,203,430,1231,460,1148,500,2628,950,100574,200,302,930,18339,430,2341,460,1812
"3843",38501,"$200,000 or more",320,204407,380,210620,290,73384,30,0,0,40,811,230,1228,260,1427,280,3493,380,187669,0,0,380,55294,200,8217,110,1741
"3844",38504,"Total",300,20950,550,21242,410,14197,60,30,97,0,0,60,97,60,78,70,206,360,12100,70,87,500,2811,90,237,420,1122
"3845",38504,"$1 under $25,000",110,3181,270,3276,180,2174,20,30,97,0,0,0,0,30,25,0,0,90,508,0,0,230,513,30,30,210,407
"3846",38504,"$25,000 under $50,000",80,4924,140,5019,110,3727,40,0,0,0,0,30,35,0,0,40,77,130,2287,30,20,130,594,20,27,120,358
"3847",38504,"$50,000 under $75,000",50,3627,60,3627,50,2982,0,0,0,0,0,0,0,0,0,0,0,60,2284,20,32,60,430,20,52,50,167
"3848",38504,"$75,000 under $100,000",30,3085,40,3187,30,1728,0,0,0,0,0,30,62,30,53,30,129,40,2078,20,35,40,370,0,0,40,190
"3849",38504,"$100,000 under $200,000",30,6133,40,6133,40,3586,0,0,0,0,0,0,0,0,0,0,0,40,4943,0,0,40,904,20,128,0,0
"3850",38504,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3851",38506,"Total",7410,615650,11660,626770,9540,435517,540,460,1256,100,687,2000,5036,2020,3798,2250,9625,8790,406654,1970,2480,11100,93071,1970,9928,9140,25564
"3852",38506,"$1 under $25,000",1920,57840,4670,58960,3550,42613,120,180,443,0,0,150,156,130,168,170,329,1940,10847,120,39,4230,9523,430,346,3930,7764
"3853",38506,"$25,000 under $50,000",1940,103290,2860,104769,2420,81873,120,140,337,0,0,360,589,350,453,430,1084,2720,49691,640,560,2780,12414,390,694,2420,6913
"3854",38506,"$50,000 under $75,000",1220,103223,1670,104746,1430,78157,100,70,229,50,115,390,803,390,602,440,1480,1670,65246,530,814,1650,11345,350,901,1280,3694
"3855",38506,"$75,000 under $100,000",940,91544,1060,92735,930,68664,80,40,115,0,0,350,854,360,609,380,1522,1060,64607,370,639,1050,10762,270,822,750,2416
"3856",38506,"$100,000 under $200,000",1130,149903,1140,152465,1000,108886,90,30,132,30,170,570,1807,600,1265,630,3264,1140,116752,310,428,1130,21819,410,2350,670,2896
"3857",38506,"$200,000 or more",260,109850,260,113095,210,55324,30,0,0,20,402,180,827,190,701,200,1946,260,99511,0,0,260,27208,120,4815,90,1881
"3858",38541,"Total",350,25308,600,25675,460,17077,90,50,130,0,0,70,142,60,98,80,272,450,14390,110,125,560,3364,80,283,470,1402
"3859",38541,"$1 under $25,000",90,3095,240,3143,170,2198,0,0,0,0,0,0,0,0,0,0,0,100,541,0,0,210,507,40,33,190,415
"3860",38541,"$25,000 under $50,000",110,5845,170,5904,130,4521,40,50,130,0,0,40,56,30,26,40,87,160,2597,50,33,160,760,0,0,150,477
"3861",38541,"$50,000 under $75,000",100,6290,100,6366,90,5086,20,0,0,0,0,0,0,0,0,0,0,100,3794,60,92,100,697,20,52,80,291
"3862",38541,"$75,000 under $100,000",30,3259,40,3443,30,2118,30,0,0,0,0,30,86,30,72,40,185,40,2254,0,0,40,410,0,0,30,125
"3863",38541,"$100,000 under $200,000",20,6819,50,6819,40,3154,0,0,0,0,0,0,0,0,0,0,0,50,5204,0,0,50,990,20,198,20,94
"3864",38541,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3865",38543,"Total",130,7285,230,7341,170,5547,40,0,0,0,0,0,0,0,0,0,0,140,3747,30,37,210,890,30,27,170,407
"3866",38543,"$1 under $25,000",40,1380,130,1436,80,937,0,0,0,0,0,0,0,0,0,0,0,40,265,0,0,110,194,30,27,90,143
"3867",38543,"$25,000 under $50,000",40,1793,50,1793,40,1355,40,0,0,0,0,0,0,0,0,0,0,50,765,30,37,50,216,0,0,40,131
"3868",38543,"$50,000 under $75,000",20,1900,30,1900,30,1687,0,0,0,0,0,0,0,0,0,0,0,30,1220,0,0,30,233,0,0,40,133
"3869",38543,"$75,000 under $100,000",30,2212,20,2212,20,1568,0,0,0,0,0,0,0,0,0,0,0,20,1497,0,0,20,247,0,0,0,0
"3870",38543,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3871",38543,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3872",38544,"Total",1920,115757,2770,117259,2280,85625,190,150,484,20,88,310,761,290,448,360,1362,1960,68208,490,632,2650,16546,380,1368,2300,6667
"3873",38544,"$1 under $25,000",710,16356,1270,16686,970,12154,50,70,163,0,0,30,25,0,0,30,53,500,2775,30,9,1180,3108,110,100,1110,2586
"3874",38544,"$25,000 under $50,000",520,24580,690,24856,600,19995,40,40,141,20,88,70,111,70,72,80,175,650,11143,180,166,670,3023,80,112,600,1872
"3875",38544,"$50,000 under $75,000",340,25687,420,25954,370,21030,40,40,180,0,0,80,203,80,99,90,321,420,15973,160,255,420,2881,80,138,340,1087
"3876",38544,"$75,000 under $100,000",190,18012,210,18207,190,13942,30,0,0,0,0,60,151,60,103,70,268,210,12567,80,132,210,2083,50,186,150,565
"3877",38544,"$100,000 under $200,000",140,18437,150,18871,130,13511,30,0,0,0,0,70,271,80,174,90,545,150,13980,40,70,140,2556,60,832,100,557
"3878",38544,"$200,000 or more",20,12685,30,12685,20,4993,0,0,0,0,0,0,0,0,0,0,0,30,11770,0,0,30,2895,0,0,0,0
"3879",38545,"Total",320,18393,520,18545,430,14800,70,20,64,0,0,40,97,40,46,50,176,370,9997,90,92,500,2490,60,101,430,1232
"3880",38545,"$1 under $25,000",120,3392,250,3455,200,2612,0,20,64,0,0,0,0,0,0,0,0,110,715,0,0,240,626,30,45,230,502
"3881",38545,"$25,000 under $50,000",70,4493,130,4538,110,3893,40,0,0,0,0,0,0,0,0,30,78,120,2226,40,22,120,559,0,0,110,311
"3882",38545,"$50,000 under $75,000",60,4358,70,4402,60,3527,30,0,0,0,0,40,97,40,46,0,0,70,2667,20,30,70,519,30,56,50,206
"3883",38545,"$75,000 under $100,000",40,2993,40,2993,30,2168,0,0,0,0,0,0,0,0,0,20,98,40,2078,30,40,40,330,0,0,40,213
"3884",38545,"$100,000 under $200,000",30,3157,30,3157,30,2600,0,0,0,0,0,0,0,0,0,0,0,30,2311,0,0,30,456,0,0,0,0
"3885",38545,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3886",38547,"Total",590,42316,850,42934,740,32969,100,0,0,0,0,110,242,120,160,120,441,670,27013,180,245,800,5809,140,417,700,1959
"3887",38547,"$1 under $25,000",110,3572,290,3614,230,2606,0,0,0,0,0,0,0,0,0,0,0,120,698,0,0,260,594,30,27,250,480
"3888",38547,"$25,000 under $50,000",180,8904,240,8997,220,7880,40,0,0,0,0,50,56,30,39,30,78,230,4441,70,70,230,1144,50,99,210,691
"3889",38547,"$50,000 under $75,000",110,7936,130,8013,110,6513,20,0,0,0,0,0,0,20,20,20,69,130,5087,50,78,130,929,0,0,110,336
"3890",38547,"$75,000 under $100,000",110,9160,110,9237,100,7509,40,0,0,0,0,20,51,30,38,30,94,110,6444,60,97,100,1036,30,69,80,273
"3891",38547,"$100,000 under $200,000",80,12744,80,13073,80,8461,0,0,0,0,0,40,135,40,63,40,200,80,10343,0,0,80,2106,30,222,50,179
"3892",38547,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3893",38548,"Total",230,13275,320,13407,270,9653,50,20,79,0,0,30,58,30,35,40,134,230,7668,50,61,310,1879,30,48,280,768
"3894",38548,"$1 under $25,000",80,1890,140,1926,110,1481,30,20,79,0,0,0,0,0,0,0,0,50,362,0,0,130,362,0,0,130,300
"3895",38548,"$25,000 under $50,000",80,3361,90,3457,80,2759,0,0,0,0,0,30,58,0,0,0,0,90,1622,30,25,90,403,30,48,80,246
"3896",38548,"$50,000 under $75,000",70,4201,60,4201,80,5413,20,0,0,0,0,0,0,30,35,40,134,60,2727,20,36,60,490,0,0,70,222
"3897",38548,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3898",38548,"$100,000 under $200,000",0,3823,30,3823,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2957,0,0,30,624,0,0,0,0
"3899",38548,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3900",38549,"Total",920,80329,1530,81587,1170,39222,220,110,308,20,74,170,336,160,239,190,770,1020,54222,230,269,1440,12989,260,2694,1200,3228
"3901",38549,"$1 under $25,000",350,9529,750,9754,540,6441,70,60,158,0,0,0,0,0,0,0,0,260,1334,20,6,670,1627,80,58,620,1353
"3902",38549,"$25,000 under $50,000",280,13937,390,14196,320,10529,60,30,92,20,74,60,73,40,39,70,136,370,6225,90,75,380,1592,70,85,320,928
"3903",38549,"$50,000 under $75,000",140,11488,190,11616,150,7577,40,20,58,0,0,40,64,40,41,40,123,190,6993,70,103,190,1139,50,106,130,397
"3904",38549,"$75,000 under $100,000",80,9630,110,9711,90,6470,30,0,0,0,0,30,59,30,44,30,119,110,6898,50,85,110,1178,20,65,80,332
"3905",38549,"$100,000 under $200,000",70,9314,70,9879,70,8205,20,0,0,0,0,40,140,50,115,50,392,70,7299,0,0,70,1373,40,2380,50,218
"3906",38549,"$200,000 or more",0,26431,20,26431,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25473,0,0,20,6080,0,0,0,0
"3907",38551,"Total",1060,51480,1560,52160,1220,36828,130,110,264,0,0,100,198,110,168,130,426,990,27237,220,251,1460,7420,190,474,1300,3537
"3908",38551,"$1 under $25,000",480,10495,840,10697,610,7467,40,60,113,0,0,0,0,0,0,20,44,290,1704,0,0,760,2001,60,61,730,1659
"3909",38551,"$25,000 under $50,000",350,14877,420,15041,360,11441,40,30,81,0,0,50,68,40,47,40,83,400,6634,130,103,410,1870,50,63,370,1156
"3910",38551,"$50,000 under $75,000",110,9892,160,10014,140,7622,20,20,70,0,0,30,68,40,51,40,140,160,6239,50,83,160,1108,30,73,130,366
"3911",38551,"$75,000 under $100,000",60,5986,70,6040,60,3965,30,0,0,0,0,0,0,0,0,0,0,70,4248,40,65,70,747,20,62,40,170
"3912",38551,"$100,000 under $200,000",60,10230,70,10368,50,6333,0,0,0,0,0,20,62,30,70,30,159,70,8412,0,0,60,1694,30,215,30,186
"3913",38551,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3914",38552,"Total",90,5612,140,5632,130,4904,0,0,0,0,0,0,0,0,0,0,0,100,3158,0,0,140,732,0,0,130,337
"3915",38552,"$1 under $25,000",40,841,60,861,50,598,0,0,0,0,0,0,0,0,0,0,0,20,125,0,0,60,138,0,0,50,114
"3916",38552,"$25,000 under $50,000",20,1718,40,1718,40,1557,0,0,0,0,0,0,0,0,0,0,0,40,959,0,0,40,209,0,0,40,101
"3917",38552,"$50,000 under $75,000",30,3053,40,3053,40,2749,0,0,0,0,0,0,0,0,0,0,0,40,2074,0,0,40,385,0,0,40,122
"3918",38552,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3919",38552,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3920",38552,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3921",38553,"Total",670,31161,870,31633,660,22115,80,40,103,0,0,100,169,80,73,120,308,580,16528,140,176,800,4114,130,307,700,2027
"3922",38553,"$1 under $25,000",270,5276,410,5435,280,3535,20,0,0,0,0,0,0,0,0,0,0,140,869,0,0,370,1015,40,48,340,817
"3923",38553,"$25,000 under $50,000",210,9019,250,9114,210,7020,20,40,103,0,0,40,53,30,27,50,91,230,4042,80,62,240,1162,40,50,210,718
