"","zip","gross_income","num_dependents","adj_gross_income","total_income_returns","total_income_amount","taxes_paid_returns","taxes_paid_amount"
"2599",38015,"$1 under $25,000",220,5406,430,5508,0,0
"2600",38015,"$25,000 under $50,000",200,10854,300,10932,40,88
"2601",38015,"$50,000 under $75,000",120,9784,160,9889,40,98
"2602",38015,"$75,000 under $100,000",80,8371,100,8428,40,139
"2603",38015,"$100,000 under $200,000",140,21735,130,22152,60,334
"2604",38015,"$200,000 or more",0,0,0,0,0,0
"2605",38016,"Total",14350,1267005,22370,1283751,7060,32799
"2606",38016,"$1 under $25,000",3520,93261,7240,95329,520,1503
"2607",38016,"$25,000 under $50,000",4220,225515,6150,228539,1590,5243
"2608",38016,"$50,000 under $75,000",2360,227329,3720,230228,1710,6621
"2609",38016,"$75,000 under $100,000",1550,182141,2110,184214,1120,5026
"2610",38016,"$100,000 under $200,000",2220,343869,2590,348093,1690,9988
"2611",38016,"$200,000 or more",480,194890,560,197348,430,4418
"2612",38017,"Total",17420,2494267,23080,2529485,10850,83326
"2613",38017,"$1 under $25,000",1660,65283,6230,67017,420,1558
"2614",38017,"$25,000 under $50,000",1930,119269,3270,121402,860,3560
"2615",38017,"$50,000 under $75,000",1870,171283,2760,174003,1290,6137
"2616",38017,"$75,000 under $100,000",2150,211139,2420,214199,1430,8139
"2617",38017,"$100,000 under $200,000",6200,785337,5570,795313,4300,31821
"2618",38017,"$200,000 or more",3610,1141956,2830,1157551,2550,32111
"2619",38018,"Total",11410,1104476,17520,1121607,5880,29810
"2620",38018,"$1 under $25,000",2650,68912,5500,70663,400,1117
"2621",38018,"$25,000 under $50,000",3010,161715,4420,164004,1190,3811
"2622",38018,"$50,000 under $75,000",1940,181050,2970,183382,1410,5359
"2623",38018,"$75,000 under $100,000",1270,151694,1750,153601,920,4345
"2624",38018,"$100,000 under $200,000",1950,304345,2290,308572,1460,9150
"2625",38018,"$200,000 or more",590,236760,590,241385,500,6028
"2626",38019,"Total",5100,267042,6480,270571,1080,3641
"2627",38019,"$1 under $25,000",2450,40116,3160,40769,130,195
"2628",38019,"$25,000 under $50,000",1250,58803,1630,59356,280,658
"2629",38019,"$50,000 under $75,000",620,43801,710,44185,220,649
"2630",38019,"$75,000 under $100,000",380,40843,470,41334,170,648
"2631",38019,"$100,000 under $200,000",350,56507,440,57296,230,1142
"2632",38019,"$200,000 or more",50,26972,70,27631,50,349
"2633",38023,"Total",1630,105956,2300,106934,380,1334
"2634",38023,"$1 under $25,000",510,11313,890,11470,30,54
"2635",38023,"$25,000 under $50,000",410,21215,590,21465,90,232
"2636",38023,"$50,000 under $75,000",280,21427,350,21586,80,232
"2637",38023,"$75,000 under $100,000",200,19176,220,19323,70,263
"2638",38023,"$100,000 under $200,000",230,32825,250,33090,110,553
"2639",38023,"$200,000 or more",0,0,0,0,0,0
"2640",38024,"Total",8210,498646,11010,506823,1620,7748
"2641",38024,"$1 under $25,000",3270,61974,5110,62961,130,248
"2642",38024,"$25,000 under $50,000",2260,102336,2860,103136,300,707
"2643",38024,"$50,000 under $75,000",1040,79795,1300,80571,290,976
"2644",38024,"$75,000 under $100,000",630,63743,730,64397,250,1075
"2645",38024,"$100,000 under $200,000",790,106489,810,108064,480,2669
"2646",38024,"$200,000 or more",220,84309,200,87694,170,2073
"2647",38028,"Total",1960,498596,3350,508992,1460,11987
"2648",38028,"$1 under $25,000",250,10681,960,10983,70,239
"2649",38028,"$25,000 under $50,000",240,18784,520,19242,120,360
"2650",38028,"$50,000 under $75,000",180,23155,370,23538,160,700
"2651",38028,"$75,000 under $100,000",150,28136,320,28651,170,829
"2652",38028,"$100,000 under $200,000",570,90151,650,91738,480,3083
"2653",38028,"$200,000 or more",570,327689,530,334840,460,6776
"2654",38030,"Total",260,16115,380,16411,30,84
"2655",38030,"$1 under $25,000",80,1697,150,1747,0,0
"2656",38030,"$25,000 under $50,000",80,4070,110,4156,0,0
"2657",38030,"$50,000 under $75,000",50,3354,60,3354,30,84
"2658",38030,"$75,000 under $100,000",20,2222,30,2382,0,0
"2659",38030,"$100,000 under $200,000",30,4772,30,4772,0,0
"2660",38030,"$200,000 or more",0,0,0,0,0,0
"2661",38034,"Total",840,45088,1130,45825,140,394
"2662",38034,"$1 under $25,000",300,6144,470,6300,0,0
"2663",38034,"$25,000 under $50,000",270,11386,320,11533,50,83
"2664",38034,"$50,000 under $75,000",140,10666,180,10824,40,101
"2665",38034,"$75,000 under $100,000",60,6742,80,6815,20,83
"2666",38034,"$100,000 under $200,000",70,10150,80,10353,30,127
"2667",38034,"$200,000 or more",0,0,0,0,0,0
"2668",38037,"Total",520,24949,700,25191,60,160
"2669",38037,"$1 under $25,000",200,4153,320,4228,0,0
"2670",38037,"$25,000 under $50,000",190,7880,220,8006,30,57
"2671",38037,"$50,000 under $75,000",60,4350,70,4350,0,0
"2672",38037,"$75,000 under $100,000",50,3950,50,3991,30,103
"2673",38037,"$100,000 under $200,000",20,4616,40,4616,0,0
"2674",38037,"$200,000 or more",0,0,0,0,0,0
"2675",38039,"Total",770,27144,910,27367,110,309
"2676",38039,"$1 under $25,000",380,6202,480,6298,0,0
"2677",38039,"$25,000 under $50,000",310,10415,300,10496,60,142
"2678",38039,"$50,000 under $75,000",40,3890,70,3936,20,62
"2679",38039,"$75,000 under $100,000",40,2585,30,2585,30,105
"2680",38039,"$100,000 under $200,000",0,4052,30,4052,0,0
"2681",38039,"$200,000 or more",0,0,0,0,0,0
"2682",38040,"Total",1560,91270,2010,92498,220,828
"2683",38040,"$1 under $25,000",560,10691,860,10847,0,0
"2684",38040,"$25,000 under $50,000",460,20465,570,20660,60,130
"2685",38040,"$50,000 under $75,000",230,17205,280,17442,50,130
"2686",38040,"$75,000 under $100,000",160,12654,150,12768,40,149
"2687",38040,"$100,000 under $200,000",120,16063,120,16210,50,235
"2688",38040,"$200,000 or more",30,14192,30,14571,20,184
"2689",38041,"Total",740,34293,980,34564,100,255
"2690",38041,"$1 under $25,000",300,6061,450,6120,0,0
"2691",38041,"$25,000 under $50,000",290,12347,340,12426,60,109
"2692",38041,"$50,000 under $75,000",80,6800,110,6860,40,146
"2693",38041,"$75,000 under $100,000",40,4178,50,4251,0,0
"2694",38041,"$100,000 under $200,000",30,4907,30,4907,0,0
"2695",38041,"$200,000 or more",0,0,0,0,0,0
"2696",38042,"Total",220,12383,330,12494,50,115
"2697",38042,"$1 under $25,000",120,2062,160,2124,20,30
"2698",38042,"$25,000 under $50,000",60,3304,90,3304,0,0
"2699",38042,"$50,000 under $75,000",40,3895,60,3944,30,85
"2700",38042,"$75,000 under $100,000",0,0,0,0,0,0
"2701",38042,"$100,000 under $200,000",0,3122,20,3122,0,0
"2702",38042,"$200,000 or more",0,0,0,0,0,0
"2703",38044,"Total",240,14070,360,14161,30,106
"2704",38044,"$1 under $25,000",70,2018,150,2039,0,0
"2705",38044,"$25,000 under $50,000",80,3825,110,3849,30,106
"2706",38044,"$50,000 under $75,000",30,3157,50,3203,0,0
"2707",38044,"$75,000 under $100,000",60,5070,50,5070,0,0
"2708",38044,"$100,000 under $200,000",0,0,0,0,0,0
"2709",38044,"$200,000 or more",0,0,0,0,0,0
"2710",38049,"Total",1370,73226,1860,73955,320,932
"2711",38049,"$1 under $25,000",620,12128,910,12268,40,60
"2712",38049,"$25,000 under $50,000",420,17916,510,18080,100,178
"2713",38049,"$50,000 under $75,000",160,12714,210,12807,70,172
"2714",38049,"$75,000 under $100,000",80,9598,110,9678,40,151
"2715",38049,"$100,000 under $200,000",90,13059,100,13311,70,371
"2716",38049,"$200,000 or more",0,7811,20,7811,0,0
"2717",38052,"Total",1110,58852,1490,59528,160,478
"2718",38052,"$1 under $25,000",400,8310,640,8489,0,0
"2719",38052,"$25,000 under $50,000",360,14998,410,15139,60,130
"2720",38052,"$50,000 under $75,000",190,14030,230,14168,40,97
"2721",38052,"$75,000 under $100,000",100,10826,130,10909,30,112
"2722",38052,"$100,000 under $200,000",60,10688,80,10823,30,139
"2723",38052,"$200,000 or more",0,0,0,0,0,0
"2724",38053,"Total",8510,585178,12350,591387,2540,10603
"2725",38053,"$1 under $25,000",2890,63451,4910,64361,210,545
"2726",38053,"$25,000 under $50,000",2400,116578,3220,117525,540,1551
"2727",38053,"$50,000 under $75,000",1370,110225,1800,111173,570,1915
"2728",38053,"$75,000 under $100,000",740,94114,1090,94912,440,1887
"2729",38053,"$100,000 under $200,000",950,153661,1190,155161,670,3644
"2730",38053,"$200,000 or more",160,47149,140,48255,110,1061
"2731",38057,"Total",1250,79355,1670,80163,380,1419
"2732",38057,"$1 under $25,000",480,9215,720,9388,30,58
"2733",38057,"$25,000 under $50,000",440,16480,470,16618,100,226
"2734",38057,"$50,000 under $75,000",150,12680,210,12772,80,244
"2735",38057,"$75,000 under $100,000",70,8683,100,8812,50,155
"2736",38057,"$100,000 under $200,000",90,15377,120,15653,80,373
"2737",38057,"$200,000 or more",20,16920,50,16920,40,363
"2738",38058,"Total",3450,241172,4760,243498,980,3489
"2739",38058,"$1 under $25,000",870,21497,1720,21869,60,104
"2740",38058,"$25,000 under $50,000",890,44549,1210,44997,210,490
"2741",38058,"$50,000 under $75,000",720,47501,770,47873,220,642
"2742",38058,"$75,000 under $100,000",460,43956,510,44258,180,697
"2743",38058,"$100,000 under $200,000",470,63831,500,64663,270,1295
"2744",38058,"$200,000 or more",40,19838,50,19838,40,261
"2745",38059,"Total",2460,144072,3250,146464,420,1540
"2746",38059,"$1 under $25,000",730,15417,1270,15730,50,73
"2747",38059,"$25,000 under $50,000",730,32421,890,32687,70,167
"2748",38059,"$50,000 under $75,000",470,32179,520,32651,90,228
"2749",38059,"$75,000 under $100,000",280,24956,290,25256,80,311
"2750",38059,"$100,000 under $200,000",250,31619,250,32660,130,761
"2751",38059,"$200,000 or more",0,7480,30,7480,0,0
"2752",38060,"Total",3010,289353,4770,292584,1570,5420
"2753",38060,"$1 under $25,000",590,17736,1390,18093,120,231
"2754",38060,"$25,000 under $50,000",690,41727,1150,42154,310,715
"2755",38060,"$50,000 under $75,000",500,50610,820,51141,340,869
"2756",38060,"$75,000 under $100,000",490,50935,590,51435,270,923
"2757",38060,"$100,000 under $200,000",640,93477,720,94370,440,1887
"2758",38060,"$200,000 or more",100,34868,100,35391,90,795
"2759",38061,"Total",230,13409,370,13471,30,77
"2760",38061,"$1 under $25,000",80,2020,160,2045,0,0
"2761",38061,"$25,000 under $50,000",90,4485,120,4522,30,77
"2762",38061,"$50,000 under $75,000",40,3223,50,3223,0,0
"2763",38061,"$75,000 under $100,000",20,3681,40,3681,0,0
"2764",38061,"$100,000 under $200,000",0,0,0,0,0,0
"2765",38061,"$200,000 or more",0,0,0,0,0,0
"2766",38063,"Total",5160,235488,6450,238463,690,2381
"2767",38063,"$1 under $25,000",2230,40006,3100,40568,70,134
"2768",38063,"$25,000 under $50,000",1780,70148,1950,70675,200,463
"2769",38063,"$50,000 under $75,000",620,45844,750,46259,140,413
"2770",38063,"$75,000 under $100,000",270,28659,330,28873,110,377
"2771",38063,"$100,000 under $200,000",240,35413,270,36081,140,693
"2772",38063,"$200,000 or more",20,15418,50,16007,30,301
"2773",38066,"Total",860,108479,1410,109886,480,2209
"2774",38066,"$1 under $25,000",280,6593,520,6792,30,56
"2775",38066,"$25,000 under $50,000",210,11927,330,12007,90,249
"2776",38066,"$50,000 under $75,000",80,9439,150,9560,60,206
"2777",38066,"$75,000 under $100,000",90,10655,120,10751,70,251
"2778",38066,"$100,000 under $200,000",130,29329,210,29783,160,890
"2779",38066,"$200,000 or more",70,40536,80,40993,70,557
"2780",38067,"Total",300,21098,500,21246,80,239
"2781",38067,"$1 under $25,000",140,2866,220,2949,30,53
"2782",38067,"$25,000 under $50,000",60,4348,120,4348,0,0
"2783",38067,"$50,000 under $75,000",50,3999,70,4064,30,92
"2784",38067,"$75,000 under $100,000",30,4275,50,4275,0,0
"2785",38067,"$100,000 under $200,000",20,5610,40,5610,20,94
"2786",38067,"$200,000 or more",0,0,0,0,0,0
"2787",38068,"Total",3170,219988,4550,223533,860,2929
"2788",38068,"$1 under $25,000",1340,26343,2010,26875,90,177
"2789",38068,"$25,000 under $50,000",880,41549,1170,42058,190,397
"2790",38068,"$50,000 under $75,000",400,34322,550,34774,160,388
"2791",38068,"$75,000 under $100,000",230,31332,360,31795,130,450
"2792",38068,"$100,000 under $200,000",250,47836,360,48720,210,862
"2793",38068,"$200,000 or more",70,38606,100,39311,80,655
"2794",38069,"Total",770,37730,1070,38060,120,345
"2795",38069,"$1 under $25,000",330,6682,500,6764,0,0
"2796",38069,"$25,000 under $50,000",240,11048,320,11156,50,97
"2797",38069,"$50,000 under $75,000",110,8260,140,8316,30,108
"2798",38069,"$75,000 under $100,000",60,6028,70,6112,20,77
"2799",38069,"$100,000 under $200,000",30,5712,40,5712,20,63
"2800",38069,"$200,000 or more",0,0,0,0,0,0
"2801",38075,"Total",1280,55774,1520,56292,190,587
"2802",38075,"$1 under $25,000",520,9406,690,9560,20,43
"2803",38075,"$25,000 under $50,000",490,17184,480,17316,50,102
"2804",38075,"$50,000 under $75,000",150,11948,200,12076,50,150
"2805",38075,"$75,000 under $100,000",40,5680,70,5680,30,78
"2806",38075,"$100,000 under $200,000",80,11556,80,11660,40,214
"2807",38075,"$200,000 or more",0,0,0,0,0,0
"2808",38076,"Total",220,24748,380,25101,90,317
"2809",38076,"$1 under $25,000",50,1710,140,1734,20,41
"2810",38076,"$25,000 under $50,000",70,3486,100,3557,0,0
"2811",38076,"$50,000 under $75,000",50,3372,50,3372,30,92
"2812",38076,"$75,000 under $100,000",0,2391,30,2391,0,0
"2813",38076,"$100,000 under $200,000",50,13789,60,14047,40,184
"2814",38076,"$200,000 or more",0,0,0,0,0,0
"2815",38079,"Total",890,43781,1230,44480,70,247
"2816",38079,"$1 under $25,000",500,8310,660,8437,30,63
"2817",38079,"$25,000 under $50,000",240,11242,320,11318,0,0
"2818",38079,"$50,000 under $75,000",80,8362,140,8473,20,60
"2819",38079,"$75,000 under $100,000",40,4633,50,4633,0,0
"2820",38079,"$100,000 under $200,000",30,11234,60,11619,20,124
"2821",38079,"$200,000 or more",0,0,0,0,0,0
"2822",38080,"Total",760,36209,960,36902,70,231
"2823",38080,"$1 under $25,000",370,6079,480,6162,0,0
"2824",38080,"$25,000 under $50,000",230,9516,270,9564,0,0
"2825",38080,"$50,000 under $75,000",80,6557,110,6731,40,112
"2826",38080,"$75,000 under $100,000",50,4434,50,4434,0,0
"2827",38080,"$100,000 under $200,000",30,9623,50,10011,30,119
"2828",38080,"$200,000 or more",0,0,0,0,0,0
"2829",38103,"Total",1260,739665,5960,750206,1960,22199
"2830",38103,"$1 under $25,000",220,15559,1210,16534,70,256
"2831",38103,"$25,000 under $50,000",190,54934,1420,56182,230,846
"2832",38103,"$50,000 under $75,000",180,68430,1130,69500,320,1366
"2833",38103,"$75,000 under $100,000",100,57012,660,57773,290,1573
"2834",38103,"$100,000 under $200,000",310,134715,980,136625,590,4435
"2835",38103,"$200,000 or more",260,409015,560,413592,460,13723
"2836",38104,"Total",4470,711763,10680,725564,2610,18686
"2837",38104,"$1 under $25,000",1810,56450,4250,57924,220,652
"2838",38104,"$25,000 under $50,000",1010,104253,2870,105994,430,1770
"2839",38104,"$50,000 under $75,000",360,82117,1360,83551,500,2146
"2840",38104,"$75,000 under $100,000",240,57511,670,58334,310,1757
"2841",38104,"$100,000 under $200,000",570,132896,970,135505,650,4989
"2842",38104,"$200,000 or more",480,278536,560,284256,500,7372
"2843",38105,"Total",2060,60651,2500,61361,180,516
"2844",38105,"$1 under $25,000",1420,22328,1670,22708,30,40
"2845",38105,"$25,000 under $50,000",490,19901,580,20053,70,189
"2846",38105,"$50,000 under $75,000",100,9739,160,9882,40,130
"2847",38105,"$75,000 under $100,000",20,4087,50,4122,40,157
"2848",38105,"$100,000 under $200,000",30,4596,40,4596,0,0
"2849",38105,"$200,000 or more",0,0,0,0,0,0
"2850",38106,"Total",10320,245794,10900,248000,980,2830
"2851",38106,"$1 under $25,000",7560,101007,7610,102510,170,393
"2852",38106,"$25,000 under $50,000",2190,84908,2480,85351,440,1181
"2853",38106,"$50,000 under $75,000",420,36000,600,36194,240,725
"2854",38106,"$75,000 under $100,000",100,12139,140,12205,80,281
"2855",38106,"$100,000 under $200,000",50,11740,70,11740,50,250
"2856",38106,"$200,000 or more",0,0,0,0,0,0
"2857",38107,"Total",6100,209603,7320,212040,940,3678
"2858",38107,"$1 under $25,000",4210,60681,4540,61655,120,356
"2859",38107,"$25,000 under $50,000",1280,59905,1730,60416,320,912
"2860",38107,"$50,000 under $75,000",340,35388,590,35754,250,983
"2861",38107,"$75,000 under $100,000",120,19785,230,20038,120,576
"2862",38107,"$100,000 under $200,000",150,25669,200,26002,110,640
"2863",38107,"$200,000 or more",0,8175,30,8175,20,211
"2864",38108,"Total",8530,165684,7330,167192,450,1324
"2865",38108,"$1 under $25,000",5590,68399,5040,69463,70,169
"2866",38108,"$25,000 under $50,000",2460,60762,1780,61059,220,591
"2867",38108,"$50,000 under $75,000",410,22644,380,22743,100,321
"2868",38108,"$75,000 under $100,000",50,6906,80,6954,30,93
"2869",38108,"$100,000 under $200,000",20,6973,50,6973,30,150
"2870",38108,"$200,000 or more",0,0,0,0,0,0
"2871",38109,"Total",18770,559155,21370,563061,3010,10041
"2872",38109,"$1 under $25,000",12420,181797,13510,184089,460,1005
"2873",38109,"$25,000 under $50,000",4780,192662,5530,193517,1230,3514
"2874",38109,"$50,000 under $75,000",1060,89462,1490,89865,750,2534
"2875",38109,"$75,000 under $100,000",280,40827,480,40957,300,1283
"2876",38109,"$100,000 under $200,000",200,42234,330,42460,250,1479
"2877",38109,"$200,000 or more",30,12173,30,12173,20,226
"2878",38111,"Total",15140,1105323,18810,1121100,3770,27492
"2879",38111,"$1 under $25,000",8340,132467,9860,134694,380,1123
"2880",38111,"$25,000 under $50,000",4380,160683,4600,162339,820,2521
"2881",38111,"$50,000 under $75,000",780,104348,1710,105759,690,2926
"2882",38111,"$75,000 under $100,000",340,68624,800,69456,430,2262
"2883",38111,"$100,000 under $200,000",640,149617,1100,152175,770,5854
"2884",38111,"$200,000 or more",660,489584,740,496677,680,12806
"2885",38112,"Total",5620,333605,7140,339337,1310,8424
"2886",38112,"$1 under $25,000",3640,53086,4000,54269,130,447
"2887",38112,"$25,000 under $50,000",1050,52401,1500,53068,240,826
"2888",38112,"$50,000 under $75,000",250,33782,560,34307,200,886
"2889",38112,"$75,000 under $100,000",150,26676,310,27119,160,915
"2890",38112,"$100,000 under $200,000",350,72583,530,73870,370,2640
"2891",38112,"$200,000 or more",180,95077,240,96704,210,2710
"2892",38114,"Total",10720,275745,11580,278128,1130,3753
"2893",38114,"$1 under $25,000",7890,107323,7970,108832,210,585
"2894",38114,"$25,000 under $50,000",2230,88619,2590,89089,450,1238
"2895",38114,"$50,000 under $75,000",410,39903,660,40145,260,875
"2896",38114,"$75,000 under $100,000",120,18258,210,18338,110,455
"2897",38114,"$100,000 under $200,000",70,21642,150,21724,100,600
"2898",38114,"$200,000 or more",0,0,0,0,0,0
"2899",38115,"Total",19840,547246,20080,551079,2750,8357
"2900",38115,"$1 under $25,000",11710,171370,12100,173298,380,770
"2901",38115,"$25,000 under $50,000",6500,196029,5740,197041,1160,3216
"2902",38115,"$50,000 under $75,000",1160,86024,1430,86538,690,2102
"2903",38115,"$75,000 under $100,000",280,39554,460,39753,270,952
"2904",38115,"$100,000 under $200,000",190,39125,310,39305,230,1070
"2905",38115,"$200,000 or more",0,15144,40,15144,20,247
"2906",38116,"Total",16740,581740,19040,586100,3760,13496
"2907",38116,"$1 under $25,000",10340,151461,11120,153499,490,1243
