"","zip","gross_income","num_dependents","adj_gross_income","total_income_returns","total_income_amount","taxes_paid_returns","taxes_paid_amount"
"2164",37840,"Total",2410,160242,3790,161722,510,1692
"2165",37840,"$1 under $25,000",850,21251,1700,21574,60,91
"2166",37840,"$25,000 under $50,000",580,31579,880,31823,90,202
"2167",37840,"$50,000 under $75,000",410,33431,540,33651,120,313
"2168",37840,"$75,000 under $100,000",290,28798,340,28992,90,344
"2169",37840,"$100,000 under $200,000",280,38888,310,39387,150,742
"2170",37840,"$200,000 or more",0,6295,20,6295,0,0
"2171",37841,"Total",2630,129010,3340,131159,360,1233
"2172",37841,"$1 under $25,000",1030,20173,1610,20553,30,60
"2173",37841,"$25,000 under $50,000",720,30511,850,30879,70,190
"2174",37841,"$50,000 under $75,000",480,29557,480,29934,100,273
"2175",37841,"$75,000 under $100,000",190,17010,200,17201,50,181
"2176",37841,"$100,000 under $200,000",180,19700,160,20088,80,332
"2177",37841,"$200,000 or more",30,12059,40,12504,30,197
"2178",37843,"Total",880,61964,1540,62682,170,587
"2179",37843,"$1 under $25,000",330,8655,680,8824,0,0
"2180",37843,"$25,000 under $50,000",240,14662,410,14777,60,147
"2181",37843,"$50,000 under $75,000",170,14712,240,14865,40,127
"2182",37843,"$75,000 under $100,000",80,9296,110,9379,30,103
"2183",37843,"$100,000 under $200,000",60,14639,100,14837,40,210
"2184",37843,"$200,000 or more",0,0,0,0,0,0
"2185",37846,"Total",1480,80423,1990,81148,190,579
"2186",37846,"$1 under $25,000",530,11746,910,11923,0,0
"2187",37846,"$25,000 under $50,000",500,19288,540,19400,60,117
"2188",37846,"$50,000 under $75,000",220,16861,270,16959,40,87
"2189",37846,"$75,000 under $100,000",120,11750,140,11807,30,77
"2190",37846,"$100,000 under $200,000",110,20778,130,21059,60,298
"2191",37846,"$200,000 or more",0,0,0,0,0,0
"2192",37847,"Total",780,32622,910,32814,70,208
"2193",37847,"$1 under $25,000",300,5330,420,5398,0,0
"2194",37847,"$25,000 under $50,000",260,9280,260,9325,0,0
"2195",37847,"$50,000 under $75,000",120,8289,140,8340,40,71
"2196",37847,"$75,000 under $100,000",50,3848,50,3876,30,137
"2197",37847,"$100,000 under $200,000",50,5875,40,5875,0,0
"2198",37847,"$200,000 or more",0,0,0,0,0,0
"2199",37848,"Total",70,4461,120,4461,0,0
"2200",37848,"$1 under $25,000",30,600,50,600,0,0
"2201",37848,"$25,000 under $50,000",40,1507,40,1507,0,0
"2202",37848,"$50,000 under $75,000",0,2354,30,2354,0,0
"2203",37848,"$75,000 under $100,000",0,0,0,0,0,0
"2204",37848,"$100,000 under $200,000",0,0,0,0,0,0
"2205",37848,"$200,000 or more",0,0,0,0,0,0
"2206",37849,"Total",7620,614467,11780,621979,2370,8384
"2207",37849,"$1 under $25,000",1740,52882,4320,53782,190,376
"2208",37849,"$25,000 under $50,000",1940,102888,2800,104127,410,879
"2209",37849,"$50,000 under $75,000",1410,112945,1830,114152,480,1362
"2210",37849,"$75,000 under $100,000",1090,109720,1270,110891,470,1666
"2211",37849,"$100,000 under $200,000",1250,177076,1360,178717,680,3076
"2212",37849,"$200,000 or more",190,58956,200,60310,140,1025
"2213",37852,"Total",680,28115,860,28272,80,199
"2214",37852,"$1 under $25,000",280,5371,430,5422,0,0
"2215",37852,"$25,000 under $50,000",190,8516,240,8574,50,118
"2216",37852,"$50,000 under $75,000",110,6639,110,6687,0,0
"2217",37852,"$75,000 under $100,000",80,4094,50,4094,30,81
"2218",37852,"$100,000 under $200,000",20,3495,30,3495,0,0
"2219",37852,"$200,000 or more",0,0,0,0,0,0
"2220",37853,"Total",1000,75180,1650,75908,240,1068
"2221",37853,"$1 under $25,000",350,9312,740,9463,0,0
"2222",37853,"$25,000 under $50,000",320,14805,420,14914,60,133
"2223",37853,"$50,000 under $75,000",150,13101,220,13173,40,117
"2224",37853,"$75,000 under $100,000",70,9559,110,9651,40,154
"2225",37853,"$100,000 under $200,000",80,17459,130,17763,80,366
"2226",37853,"$200,000 or more",30,10944,30,10944,20,298
"2227",37854,"Total",3140,211679,4980,213850,580,2674
"2228",37854,"$1 under $25,000",1300,29279,2320,29687,50,124
"2229",37854,"$25,000 under $50,000",810,44204,1240,44484,100,249
"2230",37854,"$50,000 under $75,000",480,39092,640,39380,130,500
"2231",37854,"$75,000 under $100,000",270,33051,380,33255,100,396
"2232",37854,"$100,000 under $200,000",240,44922,340,45377,150,879
"2233",37854,"$200,000 or more",40,21131,60,21667,50,526
"2234",37857,"Total",5300,315540,8040,318649,850,3066
"2235",37857,"$1 under $25,000",2140,45999,3770,46679,100,210
"2236",37857,"$25,000 under $50,000",1450,75405,2100,75891,180,410
"2237",37857,"$50,000 under $75,000",870,69639,1140,70138,210,626
"2238",37857,"$75,000 under $100,000",450,49752,580,50052,150,548
"2239",37857,"$100,000 under $200,000",350,49447,390,50050,170,845
"2240",37857,"$200,000 or more",40,25298,60,25839,40,427
"2241",37860,"Total",1220,81528,1790,82267,260,828
"2242",37860,"$1 under $25,000",300,8656,690,8791,0,0
"2243",37860,"$25,000 under $50,000",320,16938,460,17071,70,156
"2244",37860,"$50,000 under $75,000",250,18874,300,19065,60,144
"2245",37860,"$75,000 under $100,000",210,16058,190,16122,50,155
"2246",37860,"$100,000 under $200,000",140,21002,150,21218,80,373
"2247",37860,"$200,000 or more",0,0,0,0,0,0
"2248",37861,"Total",2170,133487,3200,135474,360,1424
"2249",37861,"$1 under $25,000",800,16791,1410,17123,30,52
"2250",37861,"$25,000 under $50,000",630,30398,840,30819,80,173
"2251",37861,"$50,000 under $75,000",380,29160,470,29475,70,236
"2252",37861,"$75,000 under $100,000",220,22985,270,23294,70,265
"2253",37861,"$100,000 under $200,000",140,22534,180,23144,90,463
"2254",37861,"$200,000 or more",0,11619,30,11619,20,235
"2255",37862,"Total",6640,411891,9940,418181,1370,5426
"2256",37862,"$1 under $25,000",2740,65476,5070,66429,200,454
"2257",37862,"$25,000 under $50,000",2450,91054,2580,92133,280,681
"2258",37862,"$50,000 under $75,000",630,62284,1020,63058,250,689
"2259",37862,"$75,000 under $100,000",410,50556,590,51227,230,849
"2260",37862,"$100,000 under $200,000",330,67746,510,69058,280,1307
"2261",37862,"$200,000 or more",80,74775,170,76276,130,1446
"2262",37863,"Total",2810,104748,3340,106084,250,781
"2263",37863,"$1 under $25,000",1280,25713,1960,26042,40,73
"2264",37863,"$25,000 under $50,000",1230,30912,910,31167,50,97
"2265",37863,"$50,000 under $75,000",160,14306,240,14463,60,170
"2266",37863,"$75,000 under $100,000",80,9051,110,9181,30,129
"2267",37863,"$100,000 under $200,000",60,13180,100,13645,70,312
"2268",37863,"$200,000 or more",0,11586,20,11586,0,0
"2269",37865,"Total",5640,470356,9850,476819,1720,5719
"2270",37865,"$1 under $25,000",1350,49192,3980,50111,160,266
"2271",37865,"$25,000 under $50,000",1540,87668,2420,88830,320,709
"2272",37865,"$50,000 under $75,000",1140,90824,1470,91732,350,983
"2273",37865,"$75,000 under $100,000",710,79959,930,80811,320,1012
"2274",37865,"$100,000 under $200,000",780,118553,920,119944,480,2014
"2275",37865,"$200,000 or more",120,44160,130,45391,90,735
"2276",37866,"Total",380,35966,700,36569,130,633
"2277",37866,"$1 under $25,000",140,3577,290,3674,0,0
"2278",37866,"$25,000 under $50,000",120,6950,190,7065,40,104
"2279",37866,"$50,000 under $75,000",60,6054,100,6054,20,83
"2280",37866,"$75,000 under $100,000",40,5334,60,5416,30,132
"2281",37866,"$100,000 under $200,000",20,14051,60,14360,40,314
"2282",37866,"$200,000 or more",0,0,0,0,0,0
"2283",37869,"Total",1260,54508,1700,55032,100,268
"2284",37869,"$1 under $25,000",610,11094,900,11278,0,0
"2285",37869,"$25,000 under $50,000",360,15884,450,16049,30,54
"2286",37869,"$50,000 under $75,000",160,11538,190,11619,30,59
"2287",37869,"$75,000 under $100,000",90,8201,100,8266,40,155
"2288",37869,"$100,000 under $200,000",40,7791,60,7820,0,0
"2289",37869,"$200,000 or more",0,0,0,0,0,0
"2290",37870,"Total",950,59142,1530,59876,180,755
"2291",37870,"$1 under $25,000",370,9109,730,9284,0,0
"2292",37870,"$25,000 under $50,000",290,14330,390,14541,60,131
"2293",37870,"$50,000 under $75,000",140,13880,230,14040,40,141
"2294",37870,"$75,000 under $100,000",90,8624,100,8694,30,137
"2295",37870,"$100,000 under $200,000",60,13199,80,13317,50,346
"2296",37870,"$200,000 or more",0,0,0,0,0,0
"2297",37871,"Total",2490,167370,3830,169028,520,1879
"2298",37871,"$1 under $25,000",790,20529,1630,20820,50,115
"2299",37871,"$25,000 under $50,000",750,38035,1050,38424,110,264
"2300",37871,"$50,000 under $75,000",450,33697,550,33990,120,324
"2301",37871,"$75,000 under $100,000",250,25595,300,25766,80,278
"2302",37871,"$100,000 under $200,000",220,33530,260,34044,130,647
"2303",37871,"$200,000 or more",30,15984,40,15984,30,251
"2304",37872,"Total",610,28903,740,29157,90,338
"2305",37872,"$1 under $25,000",250,4559,350,4665,0,0
"2306",37872,"$25,000 under $50,000",150,5889,170,5984,0,0
"2307",37872,"$50,000 under $75,000",100,7653,120,7679,60,203
"2308",37872,"$75,000 under $100,000",70,5155,60,5182,0,0
"2309",37872,"$100,000 under $200,000",40,5647,40,5647,30,135
"2310",37872,"$200,000 or more",0,0,0,0,0,0
"2311",37873,"Total",1020,62831,1600,63302,170,624
"2312",37873,"$1 under $25,000",350,9276,700,9395,0,0
"2313",37873,"$25,000 under $50,000",320,16497,460,16617,50,130
"2314",37873,"$50,000 under $75,000",190,14253,230,14323,50,146
"2315",37873,"$75,000 under $100,000",100,10083,120,10127,40,138
"2316",37873,"$100,000 under $200,000",60,12722,90,12840,30,210
"2317",37873,"$200,000 or more",0,0,0,0,0,0
"2318",37874,"Total",4210,256485,6100,259826,730,2634
"2319",37874,"$1 under $25,000",1580,35110,2770,35562,70,140
"2320",37874,"$25,000 under $50,000",1270,59589,1650,60214,160,354
"2321",37874,"$50,000 under $75,000",690,50174,820,50568,140,415
"2322",37874,"$75,000 under $100,000",330,38316,440,38769,140,478
"2323",37874,"$100,000 under $200,000",300,46889,360,47595,170,816
"2324",37874,"$200,000 or more",40,26407,60,27118,50,431
"2325",37876,"Total",7700,528364,13350,535936,1860,6832
"2326",37876,"$1 under $25,000",3010,85354,6740,86684,200,383
"2327",37876,"$25,000 under $50,000",2150,116346,3240,117764,400,899
"2328",37876,"$50,000 under $75,000",1140,99872,1640,101123,400,1192
"2329",37876,"$75,000 under $100,000",630,70943,830,71625,310,1057
"2330",37876,"$100,000 under $200,000",580,91427,710,92764,400,1960
"2331",37876,"$200,000 or more",190,64422,190,65976,150,1341
"2332",37877,"Total",2300,181733,3820,184083,600,2085
"2333",37877,"$1 under $25,000",660,18920,1530,19186,50,70
"2334",37877,"$25,000 under $50,000",580,35361,960,35768,130,286
"2335",37877,"$50,000 under $75,000",450,37454,610,37795,110,322
"2336",37877,"$75,000 under $100,000",300,32229,370,32498,120,381
"2337",37877,"$100,000 under $200,000",250,38217,300,38768,150,698
"2338",37877,"$200,000 or more",60,19552,50,20068,40,328
"2339",37878,"Total",80,7032,200,7057,0,0
"2340",37878,"$1 under $25,000",30,1157,90,1182,0,0
"2341",37878,"$25,000 under $50,000",20,1631,50,1631,0,0
"2342",37878,"$50,000 under $75,000",30,1789,30,1789,0,0
"2343",37878,"$75,000 under $100,000",0,2455,30,2455,0,0
"2344",37878,"$100,000 under $200,000",0,0,0,0,0,0
"2345",37878,"$200,000 or more",0,0,0,0,0,0
"2346",37879,"Total",2460,137719,3710,139692,320,1097
"2347",37879,"$1 under $25,000",1070,23169,1800,23630,30,69
"2348",37879,"$25,000 under $50,000",700,35378,1000,35715,70,138
"2349",37879,"$50,000 under $75,000",390,30649,510,30975,90,244
"2350",37879,"$75,000 under $100,000",190,20381,240,20687,70,214
"2351",37879,"$100,000 under $200,000",90,16857,130,17158,40,195
"2352",37879,"$200,000 or more",20,11285,30,11527,20,237
"2353",37880,"Total",750,83148,1450,84328,260,1302
"2354",37880,"$1 under $25,000",260,6942,560,7059,20,34
"2355",37880,"$25,000 under $50,000",200,12739,350,12847,50,151
"2356",37880,"$50,000 under $75,000",130,11854,190,11934,40,102
"2357",37880,"$75,000 under $100,000",70,11120,130,11185,40,153
"2358",37880,"$100,000 under $200,000",90,22393,170,22686,70,391
"2359",37880,"$200,000 or more",0,18100,50,18617,40,471
"2360",37881,"Total",550,26547,740,26886,60,209
"2361",37881,"$1 under $25,000",230,4629,370,4694,0,0
"2362",37881,"$25,000 under $50,000",170,7389,210,7478,30,71
"2363",37881,"$50,000 under $75,000",90,5586,90,5622,0,0
"2364",37881,"$75,000 under $100,000",30,3547,40,3696,30,138
"2365",37881,"$100,000 under $200,000",30,5396,30,5396,0,0
"2366",37881,"$200,000 or more",0,0,0,0,0,0
"2367",37882,"Total",510,73974,1300,74960,300,1649
"2368",37882,"$1 under $25,000",190,6335,540,6520,30,66
"2369",37882,"$25,000 under $50,000",150,10734,300,10901,40,106
"2370",37882,"$50,000 under $75,000",70,9602,160,9694,50,154
"2371",37882,"$75,000 under $100,000",50,10368,120,10475,50,239
"2372",37882,"$100,000 under $200,000",50,17520,130,17668,90,528
"2373",37882,"$200,000 or more",0,19415,50,19702,40,556
"2374",37885,"Total",1090,180293,2390,182335,620,4773
"2375",37885,"$1 under $25,000",340,9771,800,10011,40,109
"2376",37885,"$25,000 under $50,000",330,20818,570,21034,80,247
"2377",37885,"$50,000 under $75,000",160,17662,290,17926,80,357
"2378",37885,"$75,000 under $100,000",100,21091,240,21263,100,462
"2379",37885,"$100,000 under $200,000",120,45406,340,45903,210,1506
"2380",37885,"$200,000 or more",40,65545,150,66198,110,2092
"2381",37886,"Total",960,97838,1870,99025,330,1593
"2382",37886,"$1 under $25,000",300,9285,760,9442,30,64
"2383",37886,"$25,000 under $50,000",270,16622,460,16807,60,127
"2384",37886,"$50,000 under $75,000",160,16311,270,16536,60,196
"2385",37886,"$75,000 under $100,000",100,15695,180,15870,60,275
"2386",37886,"$100,000 under $200,000",100,20506,150,20951,90,505
"2387",37886,"$200,000 or more",30,19419,50,19419,30,426
"2388",37887,"Total",1350,83826,2010,84497,210,689
"2389",37887,"$1 under $25,000",440,10752,850,10873,0,0
"2390",37887,"$25,000 under $50,000",400,19931,560,20040,60,121
"2391",37887,"$50,000 under $75,000",230,17837,290,17942,40,78
"2392",37887,"$75,000 under $100,000",150,13969,160,14074,40,142
"2393",37887,"$100,000 under $200,000",130,21337,150,21568,70,348
"2394",37887,"$200,000 or more",0,0,0,0,0,0
"2395",37888,"Total",700,36714,990,37132,70,220
"2396",37888,"$1 under $25,000",220,5289,420,5386,0,0
"2397",37888,"$25,000 under $50,000",250,10483,300,10640,0,0
"2398",37888,"$50,000 under $75,000",140,9617,160,9707,50,114
"2399",37888,"$75,000 under $100,000",60,5242,60,5316,0,0
"2400",37888,"$100,000 under $200,000",30,6083,50,6083,20,106
"2401",37888,"$200,000 or more",0,0,0,0,0,0
"2402",37890,"Total",1940,115717,2690,117506,380,1621
"2403",37890,"$1 under $25,000",690,14764,1170,14939,40,73
"2404",37890,"$25,000 under $50,000",700,27565,770,27862,80,220
"2405",37890,"$50,000 under $75,000",230,20442,330,20690,70,296
"2406",37890,"$75,000 under $100,000",160,19161,220,19284,70,292
"2407",37890,"$100,000 under $200,000",130,20903,160,21290,90,498
"2408",37890,"$200,000 or more",30,12882,40,13441,30,242
"2409",37891,"Total",1000,57514,1500,57968,150,428
"2410",37891,"$1 under $25,000",340,8188,650,8285,0,0
"2411",37891,"$25,000 under $50,000",320,16262,450,16380,50,93
"2412",37891,"$50,000 under $75,000",170,12611,210,12694,30,63
"2413",37891,"$75,000 under $100,000",110,11104,130,11189,40,109
"2414",37891,"$100,000 under $200,000",60,9349,60,9420,30,163
"2415",37891,"$200,000 or more",0,0,0,0,0,0
"2416",37892,"Total",560,22443,680,22660,40,153
"2417",37892,"$1 under $25,000",210,4160,350,4255,0,0
"2418",37892,"$25,000 under $50,000",160,6497,180,6538,0,0
"2419",37892,"$50,000 under $75,000",110,5348,90,5429,40,153
"2420",37892,"$75,000 under $100,000",40,2735,30,2735,0,0
"2421",37892,"$100,000 under $200,000",40,3703,30,3703,0,0
"2422",37892,"$200,000 or more",0,0,0,0,0,0
"2423",37902,"Total",130,147282,940,149387,220,2143
"2424",37902,"$1 under $25,000",0,3524,300,3646,0,0
"2425",37902,"$25,000 under $50,000",40,8550,230,8781,40,117
"2426",37902,"$50,000 under $75,000",20,8733,140,8946,40,152
"2427",37902,"$75,000 under $100,000",0,6353,70,6435,20,127
"2428",37902,"$100,000 under $200,000",30,13005,100,13259,50,320
"2429",37902,"$200,000 or more",40,107117,100,108320,70,1427
"2430",37909,"Total",3490,377896,7170,384231,1520,6920
"2431",37909,"$1 under $25,000",1150,36794,2810,37747,130,311
"2432",37909,"$25,000 under $50,000",900,68882,1920,70001,280,754
"2433",37909,"$50,000 under $75,000",440,57213,940,58056,320,1096
"2434",37909,"$75,000 under $100,000",350,49161,570,49749,250,1059
"2435",37909,"$100,000 under $200,000",510,100502,750,102001,400,2247
"2436",37909,"$200,000 or more",140,65344,180,66677,140,1453
"2437",37912,"Total",5910,360507,10100,364336,1200,4010
"2438",37912,"$1 under $25,000",2640,66092,4890,67024,170,346
"2439",37912,"$25,000 under $50,000",1970,107374,3030,108445,380,918
"2440",37912,"$50,000 under $75,000",740,75198,1230,75955,300,896
"2441",37912,"$75,000 under $100,000",320,45768,530,46227,160,643
"2442",37912,"$100,000 under $200,000",220,48043,380,48653,160,828
"2443",37912,"$200,000 or more",20,18032,40,18032,30,379
"2444",37914,"Total",5660,347957,9150,352284,1290,4657
"2445",37914,"$1 under $25,000",2880,60351,4720,61237,140,281
"2446",37914,"$25,000 under $50,000",1520,83065,2360,83852,330,842
"2447",37914,"$50,000 under $75,000",580,61248,1010,61742,300,899
"2448",37914,"$75,000 under $100,000",310,40727,470,41279,190,661
"2449",37914,"$100,000 under $200,000",300,62008,480,62949,240,1207
"2450",37914,"$200,000 or more",70,40558,110,41225,90,767
"2451",37915,"Total",1560,43943,1870,44510,120,486
"2452",37915,"$1 under $25,000",1210,16444,1380,16696,0,0
"2453",37915,"$25,000 under $50,000",290,11208,330,11256,50,98
"2454",37915,"$50,000 under $75,000",60,4733,80,4770,40,117
"2455",37915,"$75,000 under $100,000",0,2516,30,2516,0,0
"2456",37915,"$100,000 under $200,000",0,9042,50,9272,30,271
"2457",37915,"$200,000 or more",0,0,0,0,0,0
"2458",37916,"Total",80,24346,1210,24836,40,148
"2459",37916,"$1 under $25,000",40,10188,970,10414,0,0
"2460",37916,"$25,000 under $50,000",40,5856,170,5951,0,0
"2461",37916,"$50,000 under $75,000",0,2860,40,3029,40,148
"2462",37916,"$75,000 under $100,000",0,0,0,0,0,0
"2463",37916,"$100,000 under $200,000",0,5442,30,5442,0,0
"2464",37916,"$200,000 or more",0,0,0,0,0,0
"2465",37917,"Total",5910,356124,10670,361591,1030,3275
"2466",37917,"$1 under $25,000",2950,73389,5630,74538,140,272
"2467",37917,"$25,000 under $50,000",1880,107374,3050,108620,340,758
"2468",37917,"$50,000 under $75,000",560,67855,1120,68681,220,623
"2469",37917,"$75,000 under $100,000",280,41808,480,42515,140,495
"2470",37917,"$100,000 under $200,000",200,44456,340,45185,150,738
"2471",37917,"$200,000 or more",40,21242,50,22052,40,389
"2472",37918,"Total",11880,946776,19140,960591,3710,14053
"2473",37918,"$1 under $25,000",3540,95040,7550,96916,320,707
"2474",37918,"$25,000 under $50,000",3070,175472,4850,177746,730,1721
"2475",37918,"$50,000 under $75,000",1960,172949,2800,174887,780,2388
"2476",37918,"$75,000 under $100,000",1420,156218,1810,157962,640,2293
"2477",37918,"$100,000 under $200,000",1530,233716,1790,236811,960,4632
"2478",37918,"$200,000 or more",360,113381,340,116269,280,2312
"2479",37919,"Total",6630,1824583,13920,1863140,4340,57790
"2480",37919,"$1 under $25,000",1420,59784,4860,61507,270,802
"2481",37919,"$25,000 under $50,000",1090,104262,2890,106520,430,1472
"2482",37919,"$50,000 under $75,000",680,95590,1550,97610,500,1916
"2483",37919,"$75,000 under $100,000",560,92306,1060,94052,490,2319
"2484",37919,"$100,000 under $200,000",1430,276523,1990,282537,1290,8686
"2485",37919,"$200,000 or more",1450,1196118,1570,1220914,1360,42595
"2486",37920,"Total",8510,760584,16580,772761,2440,9533
"2487",37920,"$1 under $25,000",3290,95755,7600,97791,240,444
"2488",37920,"$25,000 under $50,000",2310,153767,4300,155541,550,1299
"2489",37920,"$50,000 under $75,000",1150,122415,2000,123839,470,1285
"2490",37920,"$75,000 under $100,000",790,101852,1180,103014,380,1353
"2491",37920,"$100,000 under $200,000",770,157932,1200,160259,580,2925
"2492",37920,"$200,000 or more",200,128863,300,132317,220,2227
"2493",37921,"Total",9100,479715,12770,484933,1670,5706
"2494",37921,"$1 under $25,000",4250,78828,6170,80099,190,391
"2495",37921,"$25,000 under $50,000",2490,120011,3380,121163,440,1096
"2496",37921,"$50,000 under $75,000",1150,100861,1650,101682,400,1227
"2497",37921,"$75,000 under $100,000",630,71560,830,72208,280,1020
"2498",37921,"$100,000 under $200,000",530,87089,680,88415,320,1598
"2499",37921,"$200,000 or more",50,21366,60,21366,40,374
"2500",37922,"Total",11340,1925116,16070,1965898,6430,40347
"2501",37922,"$1 under $25,000",770,44618,4360,46061,280,734
"2502",37922,"$25,000 under $50,000",1160,80671,2200,82563,460,1374
"2503",37922,"$50,000 under $75,000",1350,117412,1880,119716,710,2385
"2504",37922,"$75,000 under $100,000",1450,148329,1700,150978,780,3257
"2505",37922,"$100,000 under $200,000",3860,517604,3690,526831,2380,12831
"2506",37922,"$200,000 or more",2750,1016482,2240,1039749,1820,19766
"2507",37923,"Total",7510,797701,14320,811503,2980,11130
"2508",37923,"$1 under $25,000",1790,67128,5170,68468,240,486
"2509",37923,"$25,000 under $50,000",1920,129212,3570,131332,550,1228
"2510",37923,"$50,000 under $75,000",1260,129685,2110,131375,600,1667
"2511",37923,"$75,000 under $100,000",970,117207,1350,119039,510,1684
"2512",37923,"$100,000 under $200,000",1310,232822,1760,236510,830,4052
"2513",37923,"$200,000 or more",260,121647,360,124779,250,2013
"2514",37924,"Total",3310,222063,5140,224418,850,2837
"2515",37924,"$1 under $25,000",990,25707,2050,26071,70,131
"2516",37924,"$25,000 under $50,000",970,51705,1440,52109,190,476
"2517",37924,"$50,000 under $75,000",640,48724,790,49263,210,692
"2518",37924,"$75,000 under $100,000",370,38580,450,38885,160,511
"2519",37924,"$100,000 under $200,000",300,45998,370,46741,190,785
"2520",37924,"$200,000 or more",40,11349,40,11349,30,242
"2521",37931,"Total",7710,795455,12630,807021,3260,12671
"2522",37931,"$1 under $25,000",1210,48196,4040,49273,210,425
"2523",37931,"$25,000 under $50,000",1540,102008,2780,103800,470,1081
"2524",37931,"$50,000 under $75,000",1390,120589,1950,122388,600,1741
"2525",37931,"$75,000 under $100,000",1250,126973,1460,128160,590,2047
"2526",37931,"$100,000 under $200,000",2000,275483,2080,278949,1150,5335
"2527",37931,"$200,000 or more",320,122206,320,124451,240,2042
"2528",37932,"Total",4910,583116,7590,592662,2320,10812
"2529",37932,"$1 under $25,000",700,26170,2290,26800,110,245
"2530",37932,"$25,000 under $50,000",730,52681,1450,53624,270,695
"2531",37932,"$50,000 under $75,000",670,62432,1000,63237,310,998
"2532",37932,"$75,000 under $100,000",710,75645,870,76620,380,1409
"2533",37932,"$100,000 under $200,000",1640,208927,1550,211282,920,4518
"2534",37932,"$200,000 or more",460,157261,430,161099,330,2947
"2535",37934,"Total",7890,1219594,11750,1246245,4580,27563
"2536",37934,"$1 under $25,000",550,33333,3190,34240,230,601
"2537",37934,"$25,000 under $50,000",830,60946,1660,62496,390,1077
"2538",37934,"$50,000 under $75,000",870,85702,1370,87407,540,1750
"2539",37934,"$75,000 under $100,000",1070,114858,1320,117219,600,2456
"2540",37934,"$100,000 under $200,000",3120,412434,2940,418956,1800,9652
"2541",37934,"$200,000 or more",1450,512321,1270,525927,1020,12027
"2542",37938,"Total",4990,482890,8000,489658,2040,8119
"2543",37938,"$1 under $25,000",770,31288,2670,31970,140,300
"2544",37938,"$25,000 under $50,000",1020,62871,1710,63637,300,692
"2545",37938,"$50,000 under $75,000",960,76071,1230,76941,370,1117
"2546",37938,"$75,000 under $100,000",830,86777,1000,87723,370,1318
"2547",37938,"$100,000 under $200,000",1160,152000,1160,153428,680,3269
"2548",37938,"$200,000 or more",250,73883,230,75959,180,1423
"2549",38001,"Total",1350,70334,1800,71495,190,605
"2550",38001,"$1 under $25,000",540,10720,820,10945,20,34
"2551",38001,"$25,000 under $50,000",470,18980,530,19132,50,84
"2552",38001,"$50,000 under $75,000",150,13253,220,13382,40,82
"2553",38001,"$75,000 under $100,000",110,10452,120,10662,30,104
"2554",38001,"$100,000 under $200,000",80,16929,110,17374,50,301
"2555",38001,"$200,000 or more",0,0,0,0,0,0
"2556",38002,"Total",14510,1410573,17880,1429994,7760,45840
"2557",38002,"$1 under $25,000",1750,56730,5060,58086,330,988
"2558",38002,"$25,000 under $50,000",2070,109672,2970,111438,870,3190
"2559",38002,"$50,000 under $75,000",2200,163670,2640,165879,1370,5933
"2560",38002,"$75,000 under $100,000",2350,195654,2240,197651,1330,6813
"2561",38002,"$100,000 under $200,000",4910,541430,4010,547480,3040,19740
"2562",38002,"$200,000 or more",1230,343417,960,349460,820,9176
"2563",38004,"Total",3790,289869,4820,292853,1420,5647
"2564",38004,"$1 under $25,000",500,16012,1380,16248,70,157
"2565",38004,"$25,000 under $50,000",820,40656,1100,41041,230,621
"2566",38004,"$50,000 under $75,000",710,50986,820,51555,310,980
"2567",38004,"$75,000 under $100,000",760,58308,670,58838,290,1163
"2568",38004,"$100,000 under $200,000",910,97574,770,98433,450,2216
"2569",38004,"$200,000 or more",90,26333,80,26738,70,510
"2570",38006,"Total",1670,102037,2190,103266,240,848
"2571",38006,"$1 under $25,000",510,11757,940,11949,30,44
"2572",38006,"$25,000 under $50,000",550,21067,590,21254,40,96
"2573",38006,"$50,000 under $75,000",300,18726,310,18905,50,120
"2574",38006,"$75,000 under $100,000",150,15713,180,15870,50,152
"2575",38006,"$100,000 under $200,000",130,17526,140,18040,70,436
"2576",38006,"$200,000 or more",30,17248,30,17248,0,0
"2577",38008,"Total",3070,149456,3980,151191,500,1692
"2578",38008,"$1 under $25,000",1430,26363,1920,26723,40,65
"2579",38008,"$25,000 under $50,000",1040,43167,1230,43399,160,378
"2580",38008,"$50,000 under $75,000",310,25764,420,25962,120,334
"2581",38008,"$75,000 under $100,000",160,19149,220,19351,70,249
"2582",38008,"$100,000 under $200,000",110,19988,160,20250,80,376
"2583",38008,"$200,000 or more",20,15025,30,15506,30,290
"2584",38011,"Total",3140,205701,4140,207989,890,3220
"2585",38011,"$1 under $25,000",780,18430,1530,18764,70,121
"2586",38011,"$25,000 under $50,000",830,38815,1050,39225,170,389
"2587",38011,"$50,000 under $75,000",570,39044,640,39460,200,605
"2588",38011,"$75,000 under $100,000",420,36162,420,36545,180,719
"2589",38011,"$100,000 under $200,000",480,55842,440,56587,230,1015
"2590",38011,"$200,000 or more",60,17408,60,17408,40,371
"2591",38012,"Total",5140,233240,6230,235931,810,2720
"2592",38012,"$1 under $25,000",2380,39728,3070,40237,80,142
"2593",38012,"$25,000 under $50,000",1750,65928,1840,66312,270,604
"2594",38012,"$50,000 under $75,000",480,38489,630,38786,160,515
"2595",38012,"$75,000 under $100,000",250,27630,320,27946,120,467
"2596",38012,"$100,000 under $200,000",240,39590,310,40107,140,668
"2597",38012,"$200,000 or more",40,21875,60,22543,40,324
"2598",38015,"Total",760,56150,1120,56909,180,659
